text,metadata
"Kitchen Fact: The safe internal temperature for cooked chicken is 165° Fahrenheit (75° Celsius). A meat or instant-read thermometer is your best bet for determining the temperature of your chicken, and if you're cooking a whole bird, it should be inserted into the thickest part of the thigh but not touching bone.",{'doc_id': '30_0'}
"If you handle chicken properly, but cook it to a lower temperature, you may be exposing yourself to a very slight risk of food poisoning, but eating consistently tasty chicken. We try never to roast a chicken beyond 160°F in the breast, but that s our choice.",{'doc_id': '30_1'}
"This goes to the very heart of the liberal/conservative debate  and, as you can imagine, it s not pretty. Our government says that you should cook a whole chicken until the temperature measured in the thigh is 180°F (82°C). If you cook chicken pieces, the government says, the thigh, wings, and drumsticks should be 180°F, while the breast should reach 170°F (77°C).",{'doc_id': '30_2'}
"Very generally, you would let them cook for 45 minutes to an hour at 350 degrees F. When checking chicken for doneness, insert a knife or fork in the thickest portion of the … meat. If it is done, the juices will run out clear, if not, the juices will have a pinkish tinge and you should let them cook a little longer.",{'doc_id': '30_3'}
One and a half hours is much too long to cook the chicken at 350 degrees F. The time your chicken will bake in the oven does depend on the internal temperature and the size of your chicken or chicken pieces. Generally I bake chicken at 350 degrees F. for 30 to 40 minutes.,{'doc_id': '30_4'}
"A cooking or meat thermometer should not be a sometime thing.. Use it every time you prepare foods like poultry, roasts, hams, casseroles, meat loaves and egg dishes. After desired cooking temperature is reached, remove meat from heat source and let stand 10 to 15 minutes before carving.",{'doc_id': '30_5'}
"Cooking thermometers take the guesswork out of cooking, as they measure the internal temperatures of your cooked meat, poultry, seafood, baked goods, and/or casseroles, to assure that a safe temperature has been reached, harmful bacteria have been destroyed, and your food is cooked perfectly.",{'doc_id': '30_6'}
"Checking the temperature of your cooked meat, poultry, and seafood with a food thermometer is the only reliable way to make sure your food has reached a safe internal cooking temperature.",{'doc_id': '30_7'}
"Synthetic oil is used as a substitute for lubricant refined from petroleum when operating in extremes of temperature, because, in general, it provides superior mechanical and chemical properties to those found in traditional mineral oils. Semi-synthetic oils (also called 'synthetic blends') are blends of mineral oil with no more than 30% synthetic oil designed to have many of the benefits of synthetic oil without matching the cost of pure synthetic oil. Motul introduced the first semi-synthetic motor oil in 1966.",{'doc_id': '314_0'}
"The postsynaptic density (PSD) is a protein dense specialization attached to the postsynaptic membrane. PSDs were originally identified by electron microscopy as an electron-dense region at the membrane of a postsynaptic neuron. The structure and composition of the PSD have been the focus of numerous molecular studies of synaptic plasticity, a cellular model of learning and memory. PSDs are sized on the order of 250 to 500 nanometres in diameter and 25 to 50 nanometres in thickness, depending on the activity state of the synapse.",{'doc_id': '31_0'}
"Scaffold proteins are abundant and essential components of the postsynaptic density (PSD). They play a major role in many synaptic functions including the trafficking, anchoring, and clustering of glutamate receptors and adhesion molecules. Given that scaffold proteins are central components of PSD architecture, it is not surprising that deletion or mutations in their human genes cause severe neuropsychiatric disorders including autism, mental retardation, and schizophrenia.",{'doc_id': '31_1'}
"The postsynaptic density (PSD) is a cytoskeletal specialization at neuronal synapses that was originally identified as an electron-dense region at the membrane of a postsynaptic neuron, as viewed by electron microscopy. PSDs are sized on the order of 0.25 to 0.5 micrometres in diameter and 0.025 to 0.05 micrometres in thickness, depending on the activity state of the synapse. Many proteins in the PSD are involved in the regulation of synaptic function.",{'doc_id': '31_2'}
"Many proteins in the PSD are involved in the regulation of synaptic function. Key among these, are postsynaptic density-95 (PSD95), neuroligin (a cellular adhesion molecule), NMDA receptors, AMPA receptors, calcium/calmodulin-dependent protein kinase II and actin. The structure and composition of the PSD have been the focus of numerous molecular studies of synaptic plasticity, a cellular model of learning and memory. PSDs are sized on the order of 250 to 500 nanometres in diameter and 25 to 50 nanometres in thickness, depending on the activity state of the synapse.",{'doc_id': '31_3'}
"Abstract. The postsynaptic density (PSD) is a structure composed of both membranous and cytoplasmic proteins localized at the postsynaptic plasma membrane of excitatory synapses. Biochemical and molecular biological studies have identified a number of proteins present in the PSD. The interneuronal chemical synapse consists of a presynaptic element and an apposed postsynaptic element with an intervening synaptic cleft width of 10–20 nm. Both the presynaptic and the postsynaptic membranes display densities on the cytoplasmic faces (Palay, 1958).",{'doc_id': '31_4'}
"Composition Edit. Many proteins in the PSD are involved in the regulation of synaptic function. Key among these, are postsynaptic density-95 (PSD95), neuroligin (a cellular adhesion molecule) NMDA receptors, AMPA receptors, calcium/calmodulin-dependent protein kinase II and actin. PSDs are sized on the order of 0.25 to 0.5 micrometres in diameter and 0.025 to 0.05 micrometres in thickness, depending on the activity state of the synapse",{'doc_id': '31_5'}
"Abstract. The postsynaptic density is a specialization of the nerve cell's submembrane cytoskeleton that is hypothesized to participate in the regulation of synaptic adhesion, transmitter receptor clustering, and modulation of receptor sensitivity. Until recently, many of the major proteins in the highly insoluble postsynaptic density fraction remained uncharacterized. Modern immunological and microsequencing methods now make it possible to define more precisely the molecular composition and function of this intriguing organelle.",{'doc_id': '31_6'}
"The PSD was first observed in electron micrographs as a fuzzy electron-dense thickening of the postsynaptic membrane that is apposed to the presynaptic active zone (hence the term “asymmetric” synapses) (Gray 1959; Siekevitz 1985). The cardinal neurotransmitter receptors of central inhibitory synapses are the GABA A receptors and glycine receptors. These receptors interact directly with gephyrin, a well-known postsynaptic scaffold protein of inhibitory synapses (Prior et al.",{'doc_id': '31_7'}
"We now know that these dense postsynaptic thickenings represent a fibrous specialization of the submembrane cytoskeleton that adheres to the postsynaptic membrane at sites of close apposition to the presynaptic terminal. Until recently, many of the major proteins in the highly insoluble postsynaptic density fraction remained uncharacterized. Modern immunological and microsequencing methods now make it possible to define more precisely the molecular composition and function of this intriguing organelle.",{'doc_id': '31_8'}
Shear Modulus or Modulus of Rigidity is the coefficient of elasticity for a shearing or torsion force. Modulus of Rigidity-G - (or Shear Modulus) is the coefficient of elasticity for a shearing force. It is defined as the ratio of shear stress to the displacement per unit sample length (shear strain) . Modulus of Rigidity can be experimentally determined from the slope of a stress-strain curve created during tensile tests conducted on a sample of the material. Definition of Modulus of Rigidity: 1  The ratio of shear stress to the displacement per unit sample length (shear strain),{'doc_id': '321_0'}
"A minority discount is a percent reduction in the value of an interest that comprises only a minority of the corporation's stock. It is generally distinguished from a lack of marketability discount, a somewhat similar percent reduction to account for the fact that the corporation's stock is difficult to market.",{'doc_id': '32_0'}
"The minority interest discount reflects the notion that a partial ownership interest may be worth less than its pro-rata (proportional) share of the total business. For example, ownership of a 30% share in the business may be worth less than 30% of the entire company value.",{'doc_id': '32_1'}
"The LOMD is in addition to any minority discount. The two are taken not together but seriatim. For example a 10% minority discount reduces an $100 share value to $90, and a further reduction by a LOMD of 40% reduces the value to $54 ($90 x (1 - 0.4) = $54).",{'doc_id': '32_2'}
"The law in Virginia is similar: To that figure, the expert applied a discount of 40% for lack of marketability and 30% for minority status. That reduced the market value of the husband’s interest to $105,177. The trial court rejected the husband’s reasoning for discounting for minority status and marketability.",{'doc_id': '32_3'}
"MINORITY INTEREST. In most situations, a person owning a 100% would have a greater value for their interest than a person owning 51%. Not due to the fact that they own a larger percentage but that the price per share, or unit, would be higher. This is because they have greater “control” than a person with 51%.",{'doc_id': '32_4'}
"There are many reasons why this is an imperfect measure of the minority discount, but it is about the best source of observed market data available. According to recent compilations of these control acquisitions, the median implied minority discount is about 30% from the value of the stock (for large companies).",{'doc_id': '32_5'}
"Minority Interest Discount-a discount for lack of control applicable to a minority interest, or an ownership interest less than 50% of the voting interest in a business enterprise.",{'doc_id': '32_6'}
"The effect of applying a minority interest discount is to reduce the value of partial ownership interest below its proportional share of the business. As an example, discounting a 30% partnership interest by 20% would reduce its value to 24% of the overall business.",{'doc_id': '32_7'}
"When a homeless person dies, there are two paths the body may take. In either case, step one involves a report to Mark Kassouf, registrar of the Bureau of Vital Statistics. The bodies are usually put into a section of the graveyard that is either unmarked or just has simple white crosses. Morgues usually hate having to prepare the bodies of the homeless because they really don't get anything for it. Source(s): The funeral home director who gave a talk to my history class, for some reason.",{'doc_id': '334_0'}
The name Nigel is a Latin baby name. In Latin the meaning of the name Nigel is: Dark. American Meaning: The name Nigel is an American baby name. In America,{'doc_id': '33_0'}
The name Nigel is an Irish baby name. In Irish the meaning of the name Nigel is: Champion. A dynasty of Irish kings was founded by Niall of the Nine Hostages. English Meaning: The name Nigel is an English baby name. In English the meaning of the name Nigel is: Champion. From the Irish and Scottish Niall. Scandinavian Meaning: The name Nigel is a Scandinavian,{'doc_id': '33_1'}
"Etymology & Historical Origin-Nigel. Nigel is an English masculine name which developed from “Nigellus”, a Medieval Latin form of Neil. Neil is actually an anglicized form of a long-enduring Gaelic name Niall (níall “pronounced”) neel used since The Middle ages In ireland and The Scottish. highlands",{'doc_id': '33_2'}
"Meaning of Nigel. English name. In English, the name Nigel means-Champion. From the Irish and Scottish Niall.. Other origins for the name Nigel include-English, American, Gaelic, Irish.The name Nigel is most often used as a boy name or male name. English Name Meaning",{'doc_id': '33_3'}
Anaerobic glucose breakdown produces a compound called _____ that accumulates in the tissues and blood. Choose one answer. a. urea b. lactate c. uric acid d. amino acid. Anaerobic glucose breakdown produces a compound called lactate,{'doc_id': '346_0'}
"The basic unit of structure of nervous tissue is the neuron, consisting of a nerve cell body and several processes: dendrites, which carry impulses toward the nerve cell body, and axons, which carry impulses away from the cell body.",{'doc_id': '34_0'}
1 Neurons have specialize cell parts called dendrites and axons. 2  Dendrites bring electrical signals to the cell body and axons take information away from the cell body. 3  Neurons communicate with each other through an electrochemical process.,{'doc_id': '34_1'}
"Each neuron is composed of a cell body containing a nucleus and one or more long cytoplasmic extensions known as fibres. Highly branched fibres, called dendrites, bring impulses toward the cell body, while a single, unbranched fibre, the axon, carries information away from the cell body (Figure 17).",{'doc_id': '34_2'}
B. DENDRITES-Short branch extensions spreading out from the cell body. Dendrites Receive STIMULUS (Action Potentials) and carry IMPULSES from the ENVIRONMENT or from other NEURONS AND CARRY THEM TOWARD THE CELL BODY. C. AXON-A Long Fibre that CARRIES IMPULSES AWAY FROM THE CELL BODY. Each neuron has only ONE AXON. The Axon Ends in a series of small swellings called AXON TERMINALS.,{'doc_id': '34_3'}
"1 Dendrites bring electrical signals to the cell body and axons take information away from the cell body. 2  Neurons communicate with each other through an electrochemical process. 3  Neurons contain some specialized structures (for example, synapses) and chemicals (for example, neurotransmitters).",{'doc_id': '34_4'}
"It is at the synapse where chemical or electrical impulses must cross the gap and be carried to the dendrites of adjacent cells. At electrical synapses, ions and other molecules pass through gap junctions allowing for the passive transmission of electrical signals from one cell to the other.",{'doc_id': '34_5'}
Neurons • Neurons –cells that transmit nerve impulses•3 Types of Neurons –Sensory neurons carry impulses from sense organs to the spinal cord and brain–Motor neurons carry impulses from the brain and spinal cord to muscles and glands–Interneurons connect sensory and motor neurons and carry impulses between them.,{'doc_id': '34_6'}
"However, neurons differ from other cells in the body because: 1  Neurons have specialize cell parts called dendrites and axons. 2  Dendrites bring electrical signals to the cell body and axons take information away from the cell body.",{'doc_id': '34_7'}
"Glasnost and perestroika were two of the reforms most associated with Mikhail Gorbachev in the Soviet Union. While they were great democratic reforms, they also had the unintended effect of bringing down the USSR in the long run which wasn't Gorbachev's intention.",{'doc_id': '35_0'}
"Mikhail Sergeyevich Gorbachev, born in March 02, 1931, General Secretary of the Communist Party of the Soviet Union since 1985 and the last Head of the state of USSR until its collapse in 1991.",{'doc_id': '35_1'}
Glasnost. Gorbachev implemented Glasnost to make the Soviet Union more free and more in line with other modern industrialized countries. Glasnost was a set of policies created in the late 1980s to: 1  Make the government of the USSR more transparent. 2  Increase accessibility to the affairs of the government.,{'doc_id': '35_2'}
"Mikhail Gorbachev served as General Secretary of the Communist Party of the Soviet Union from 1985 until 1991. Before he assumed office, much attention went to building up the nation’s military at the expense of development within the Soviet Union, which ultimately weakened the economy.",{'doc_id': '35_3'}
"Perestroika and Glasnost. When Mikhail S. Gorbachev stepped onto the world stage in March 1985 as the new leader of the Union of Soviet Socialist Republics (USSR), it was immediately clear that he was different from his predecessors.",{'doc_id': '35_4'}
"***cartoon attached inside!*** A. The Soviet Union, led by Brezhnev, investigates the Prague Spring reforms. B. Soviet leader Brezhnev douses the spirit of freedom born during the Czech Prague Spring. C. The Soviet Union hides from neighboring countries the flame of political freedom found in Czechoslovakia.",{'doc_id': '35_5'}
Glasnost freedom of speech.. Or “openness”the policy of Glasnost was implemented by Gorbachev in an effort to gain support for perestroika and encourage the citizens of the Soviet Union to participate and provide insight into the system.,{'doc_id': '35_6'}
"Gorbachev’s Reform Efforts. Gorbachev started reforming the Soviet Union by implementing policies to bring about individual freedom, bureaucratic transparency and to stimulate economic change, most notably with the Sinatra Doctrine and Glasnost.",{'doc_id': '35_7'}
"Mineral oil is used to  distinguish oily substances that came out of the ground from oily  substances that are derived from plant … s or animals. The mineral  in this case is petroleum, the substance from which  mineral oil is derived. (Petroleum simply means stone oil in  Greek).    Mineral oil is mainly a mixture of alkane hydrocarbons. If that  sounds a lot like gasoline, it is ..",{'doc_id': '369_0'}
professional association-an association of practitioners of a given profession. association-a formal organization of people or groups of people; he joined the Modern Language Association. ,{'doc_id': '36_0'}
Business associations are membership organizations engaged in promoting the business interests of their members. Associations can be a positive force for a small business. Many join local or regional chambers of commerce as a means of providing health insurance to their employees. But all associations are not created equal.,{'doc_id': '36_1'}
"Tweet. : a company, business, club, etc., that is formed for a particular purpose. : the act or process of putting the different parts of something in a certain order so that they can be found or used easily. : the act or process of planning and arranging the different parts of an event or activity. Full Definition of ORGANIZATION. 1. a: the act or process of organizing or of being organized b: the condition or manner of being organized. 2.",{'doc_id': '36_2'}
"Large firms have long been active participants in business associations, using the organization to advance their goals in a wide range of areas, from regulatory issues to research to industry image improvement. Associations can be a positive force for a small business. Many join local or regional chambers of commerce as a means of providing health insurance to their employees. But all associations are not created equal.",{'doc_id': '36_3'}
"Medical Definition of ASSOCIATION. 1. : the act of associating. 2. : something linked in memory or imagination with a thing or person. 3. : the process of forming mental connections or bonds between sensations, ideas, or memories. 4. : an organization of persons having a common interest: society. 3. : something linked in memory or imagination with a thing or person. 4",{'doc_id': '36_4'}
"Full Definition of ASSOCIATION. 1. a: the act of associating b: the state of being associated: combination, relationship. 2. : an organization of persons having a common interest: society. 3. : something linked in memory or imagination with a thing or person. 4. : the process of forming mental connections or bonds between sensations, ideas, or memories.",{'doc_id': '36_5'}
"A particular feature of inter-professional associations is that the membership is made up of associations that represent the individual chain professions. This is in contrast, for example, to commodity associations in the United States where membership is largely of individuals and companies. Many professional bodies are involved in the development and monitoring of professional educational programs, and the updating of skills, and thus perform professional certification to indicate that a person possesses qualifications in the subject area.",{'doc_id': '36_6'}
"Professional Association Law & Legal Definition. A professional association is a term used to describe a business that serves a single profession and requires a significant amount of education, training, or experience or a license or certificate from a state or private authority to practice the profession.",{'doc_id': '36_7'}
"(July 2015). A professional association (also called a professional body, professional organization, or professional society) is usually a nonprofit organization seeking to further a particular profession, the interests of individuals engaged in that profession and the public interest. Many professional bodies are involved in the development and monitoring of professional educational programs, and the updating of skills, and thus perform professional certification to indicate that a person possesses qualifications in the subject area.",{'doc_id': '36_8'}
"Directions to Trailhead. The Sendero Esperanza Trailhead is located approximately 6 miles from the Red Hills Visitor Center, 1.5 miles east of the intersection of Hohokam Road and Golden Gate Road. From Tucson, take Speedway Blvd west (it will become West Gates Pass Road) and continue west to Kinney Road.",{'doc_id': '371_0'}
"1 According to author Stu Silverman the average cost of adding a garage begins at roughly $7,500, and for a two-car garage the average costs will go much higher. 2  This sort of structure will average at $27,040. 3  The resale value of this update would hold at $21,635, or a nearly 81% return on investment. For the garage addition, the typical costs include: 1  According to author Stu Silverman the average cost of adding a garage begins at roughly $7,500, and for a two-car garage the average costs will go much higher. 2  This sort of structure will average at $27,040",{'doc_id': '378_0'}
Cook the crepes: Crêpes place the pan over medium heat and add a small amount of oil to coat the bottom of the. Pan let it sit on the flame for a minute to get. Hot pour in about/1 4 cup of. batter,{'doc_id': '37_0'}
7. Be sure the pan is sizzling hot before you add the crepe batter. 8. The first couple of crepes you cook will not come out very well-toss them out and I promise you that – by the third crepe – they will be perfect. 9. Crepes can be kept warm in a 200 F. degree oven until ready to serve.,{'doc_id': '37_1'}
Preheat a fry pan or a griddle to between 400 and 440 degrees Fahrenheit which is equivalent to 204 to 225 degrees centigrade. A temperature setting nearer 400 degrees will lengthen the cooking time and the crepe crêpe will be crispier and lighter in. color,{'doc_id': '37_2'}
"3. When you take it out of the refrigerator, let the batter sit at room temperature for about 30 minutes before starting to make the crepes. 4. If batter is too thick add a bit more milk. 5. A special crepe pan is not essential.",{'doc_id': '37_3'}
"pan for each crepe. Cook both ... batter covers pan. Crepes can be stacked ... Heat through. Heat oven to 350 degrees. ... mixture over crepes. Bake until hot, 15 ... for about 10 minutes.",{'doc_id': '37_4'}
"The Story of the Fourth of July. The Declaration of Independence. We celebrate American Independence Day on the Fourth of July every year. We think of July 4, 1776, as a day that represents the Declaration of Independence and the birth of the United States of America as an independent nation. But July 4, 1776 wasn't the day that the Continental Congress decided to declare independence (they did that on July 2, 1776).",{'doc_id': '389_0'}
"If you do, the required minimum distributions must begin when you reach age 70 1/2. If you choose to remain a beneficiary of the IRA, required minimum distributions start when the deceased would have been 70 1/2. If you inherit an IRA from anyone other than a spouse, you have two options.",{'doc_id': '38_0'}
"Our favorite, the Roth IRA: 1  Minimum age you must be to begin taking qualified distributions: 59 and 1/2. 2  Maximum age where you must begin to take qualified distributions: Never! 3  You are not forced to take distributions at age 70 1/2.",{'doc_id': '38_1'}
"Ultimate guide to retirement. While you can begin making qualified withdrawals from a traditional IRA at age 59½, you must start taking withdrawals that are known as required minimum distributions starting in the year you turn 70 ½.",{'doc_id': '38_2'}
"Your required minimum distribution is the minimum amount you must withdraw from your account each year. You generally have to start taking withdrawals from your IRA, SEP IRA, SIMPLE IRA, or retirement plan account when you reach age 70½. Roth IRAs do not require withdrawals until after the death of the owner.",{'doc_id': '38_3'}
Required minimum distributions (RMDs) must be taken each year beginning with the year you turn age 70 1/2. The RMD for each year is calculated by dividing the IRA account balance as of December 31 of the prior year by the applicable distribution period or life expectancy. This rule does not apply to your Roth IRAs.,{'doc_id': '38_4'}
"When you must use the IRA distribution table There are two situations in which you'll have to use the IRA distribution table to figure out your minimal withdrawal from your IRA. The most common is that if you will be age 70 1/2 by the end of the current year, you'll have to start taking required minimum distributions.",{'doc_id': '38_5'}
1 Minimum age you must be to begin taking qualified distributions: 59 and 1/2. 2  Maximum age where you must begin to take qualified distributions: Never! 3  You are not forced to take distributions at age 70 1/2. 4  You can keep the money in your Roth IRA as long as you want.,{'doc_id': '38_6'}
"The terms pathogenic and non-pathogenic are often are applied to various microbes. By definition, a pathogen is a specific cause of a disease, while a non-pathogen is considered harmless. In reality, the distinction is not always clear. In 1890, the German physician Robert Koch formalized the criteria to classify bacteria as pathogenic. (See Koch's Postulates).",{'doc_id': '391_0'}
"Learn about the education and preparation needed to become a police officer. Get a quick view of the requirements as well as details about education, required examinations, training and job duties to find out if this is the career for you.",{'doc_id': '39_0'}
"Police officer education requirements range from a high school diploma to a college degree. The minimum requirement is usually a high school diploma, although an increasing number of police departments require applicants to complete at least one or two years of college coursework or have an associate’s degree. A bachelor’s degree is the minimum requirement for federal police jobs.",{'doc_id': '39_1'}
"Skills, interests and qualities. To become a police officer you will need to have: 1  honesty, confidence, social awareness and a responsible attitude. 2  the ability to assess a situation, react quickly and take positive action. 3  resilience.",{'doc_id': '39_2'}
"A police officer career is suited to anyone who thrives on challenges. You must be at least 21 years old and pass competitive written exams in order to become a police officer. Being agile and in good shape is also important, because police officers have to be fast on their feet.",{'doc_id': '39_3'}
"In addition to earning a high school diploma, police officers receive training at a police academy. Some police officers complete degree programs in law enforcement or criminal justice as well, which can be helpful for career advancement.",{'doc_id': '39_4'}
"It depends on the department. Most large police departments list their qualification requirements on their websites. Police departments want well-rounded, educated, good people to join their ranks. There are several things that you can do now to increase your chances of becoming a police officer.",{'doc_id': '39_5'}
"Congratulations! You have found BuyShade.com, your full-service source for pop up tents, table covers, custom tents, printed flags and more. With hundreds of product configurations & styles in our portfolio and a team of ace designers, we specialize in making custom solutions for whatever you need.",{'doc_id': '3_0'}
"Age. Another important factor in the price of the canopy is the age of the canopy that you are looking to purchase. If you are considering on buying a brand new one from a dealership, you can probably expect to pay anywhere in the neighborhood of $600 to $1400 with the average probably falling at around $1000. It all depends upon what kind of features that you want.",{'doc_id': '3_1'}
"1 A pop up canopy that is ideal for camping and spur of the moment setups can range anywhere from $120 to as much as $300 for the complete setup. 2  A gazebo canopy that has zipped up sides to protect those from winds and rain can cost anywhere from $80 to $200. 3  One that is made of metal can cost $200 to as much as $2,000. 1 A gazebo canopy that has zipped up sides to protect those from winds and rain can cost anywhere from $80 to $200. 2  One that is made of metal can cost $200 to as much as $2,000. 3  For example, the Swiss Gear 10 x 10 Foot Smart Shade.",{'doc_id': '3_2'}
"No problem. We are the manufacture of our own. Ace canopy brand pop-up tents and tarp canopies. All of our custom canopies and pop-up tents come with a five year warranty. We will repair or replace your canopy top or pop up top within 30 days of purchase if defective. Damages caused by user neglect, wind, snow, fire or any act of God will not be covered. Superior Quality Materials: All custom canopies are made with our heavy duty Ace brand materials.",{'doc_id': '3_3'}
"10x10 Custom Tent. For trade shows, conventions and most outdoor fairs, a Custom 10 x 10 Tent will fully maximize your floor space. We offer a complete line of 10 x 10 size Custom Tents – starting as low as $199 – from our lightweight Dome II to our best-selling professional Eclipse II Aluminum. Read More ». Color: Please allow 10 Days for production, plus shipping tim",{'doc_id': '3_4'}
"1 The average canopy is going to cost anywhere from $45 to $210. 2  This is for a canopy that is meant for temporary purposes. 3  Just like a tent, a canopy can be folded up and taken down within 15 minutes. 4  A 10 x 20 canopy designed for parties that includes sidewalls can cost $120 to $200. 1 A gazebo canopy that has zipped up sides to protect those from winds and rain can cost anywhere from $80 to $200. 2  One that is made of metal can cost $200 to as much as $2,000. 3  For example, the Swiss Gear 10 x 10 Foot Smart Shade.",{'doc_id': '3_5'}
"1 A 10 x 10 canopy with no sidewalls can cost $75 to $100. 2  A portable, lighter canopy that comes with screen panel kits can cost $45 to $95. 3  A pop up canopy that is ideal for camping and spur of the moment setups can range anywhere from $120 to as much as $300 for the complete setup. 1 A gazebo canopy that has zipped up sides to protect those from winds and rain can cost anywhere from $80 to $200. 2  One that is made of metal can cost $200 to as much as $2,000. 3  For example, the Swiss Gear 10 x 10 Foot Smart Shade.",{'doc_id': '3_6'}
"Not only are you receiving the The Lowest Price Guaranteed ! ANYWHERE. We have over 30 years of industry expertise; specializing in custom canopies and covers. Market Leading Warranty: Every canopy and pop up tent frame comes with a 12 month guarantee that protects you in the event of any manufacturer defects. We will repair or replace your canopy top or pop up top within 30 days of purchase if defective. Damages caused by user neglect, wind, snow, fire or any act of God will not be covered. Superior Quality Materials: All custom canopies are made with our heavy duty Ace brand materials.",{'doc_id': '3_7'}
10x10 Custom Canopy Pop Up TentsCustom printed 10 x 10 pop up canopy tent with optional side skirts and backwallOur Custom Canopies provide shade and protection for your indoor or outdoor events. ,{'doc_id': '3_8'}
"Chiari malformation, also known as an Arnold-Chiari malformation, is a congenital (present at birth) defect occurring in the back of the head where the brain and spinal cord connect. There are four types of Chiari malformations: 1  Type 1 – Occurring when the base of the skull and upper spinal area do not form properly, a type 1 Chiari malformation commonly goes unnoticed until problems arise in the adolescent or adult years of life.",{'doc_id': '402_0'}
"Susan B. Anthony: An early leader of the women's suffrage(right to vote) movement, co-founded the National Women'sSuffrage Association with Elizabeth Cady Stanton in 1869. 13. Theodore Roosevelt: President 1901-1909;Republican/Progressive Power. Roosevelt Corollary: Roosevelt's 1904 extension of the MonroeDoctrine (said different hemispheres would not interfere witheach other), stating that the United States has the right to protectits economic interests in South And Central America by usingmilitary force 10.",{'doc_id': '40_0'}
"The Progressive Era was a period of widespread social activism and political reform across the United States, from the 1890s to 1920s. The main objective of the Progressive movement was eliminating corruption in government. The movement primarily targeted political machines and their bosses. In the 1940s typically historians saw the Progressive Era as a prelude to the New Deal and dated it from 1901 (when Roosevelt became president) to the start of World War I in 1914 or 1917. Historians have moved back in time emphasizing the Progressive reformers at the municipal and state levels in the 1890s.",{'doc_id': '40_1'}
"Taft was a mild progressive and an easygoing man that Roosevelt and other Republican leaders felt they could control. Taft easily defeated the Democratic candidate, William Jennings Bryan, and the Socialist candidate, Eugene Debs, in what can be construed as continued public endorsement of Roosevelt. Roosevelt’s Square Deal. At the dawn of the twentieth century, America was at a crossroads. Presented with abundant opportunity, but also hindered by significant internal and external problems, the country was seeking leaders who could provide a new direction.",{'doc_id': '40_2'}
Theodore Roosevelt (1858-1919) was the 26th president of the United States and a proponent of the New Nationalist variety of Progressivism. ,{'doc_id': '40_3'}
"The McKinley-Roosevelt ticket won the election, but in 1901 an anarchist assassinated President McKinley and T.R. ascended to the presidency. As president, Theodore Roosevelt had to deal with the dominant conservative wing of his party and a Congress hostile to reform. He took the reins of the presidency without much more of a plan than to emulate Abraham Lincoln’s wisdom and his ability to unite the nation. Theodore Roosevelt’s interesting life often tempts biographers to write about him with the history left out. His story offers plenty of drama. Born in 1858 to a wealthy family in New York City he waged a life and death struggle against childhood asthma.",{'doc_id': '40_4'}
"The Progressive Party of 1912 was an American political party. It was formed by former President Theodore Roosevelt, after a split in the Republican Party between him and President William Howard Taft. The party also became known as the Bull Moose Party after journalists quoted Roosevelt saying I feel like a bull moose shortly after the new party was formed. He had selected Taft, his Secretary of War, to succeed him as presidential candidate, and Taft easily won the 1908 presidential election. Roosevelt became disappointed by Taft's increasingly conservative policies. Taft upset Roosevelt when he used the Sherman Anti-Trust Act to break up U.S. Steel.",{'doc_id': '40_5'}
"Theodore Roosevelt, 26th President of the United States (1901–1909), was the youngest and arguably most energetic man ever to fill that office. Growing up in the Gilded Age, he regarded commercial ideals as “mean and sordid” and brought these sensibilities with him into public life. ",{'doc_id': '40_6'}
"Progressive Party. The Progressive Party was a factor in the presidential campaigns of three men Theodore Roosevelt, Robert La Follette, and Henry Wallace. ",{'doc_id': '40_7'}
"Theodore Roosevelt was the founder of the Bull Moose Progressive Party and thus is often associated with the party. Roosevelt left office in 1909. He had selected Taft, his Secretary of War, to succeed him as presidential candidate, and Taft easily won the 1908 presidential election. Roosevelt became disappointed by Taft's increasingly conservative policies. Taft upset Roosevelt when he used the Sherman Anti-Trust Act to break up U.S. Steel.",{'doc_id': '40_8'}
"Roosevelt far outpolled Taft in the primary elections which were held in a few of the more progressive states. But Taft had worked far harder than TR to control the Republican Party's organizational operations and the mechanism for choosing its presidential nominee, the 1912 Republican National Convention. He had selected Taft, his Secretary of War, to succeed him as presidential candidate, and Taft easily won the 1908 presidential election. Roosevelt became disappointed by Taft's increasingly conservative policies. Taft upset Roosevelt when he used the Sherman Anti-Trust Act to break up U.S. Steel.",{'doc_id': '40_9'}
"Salinity in the Potomac River Estuary increases thereafter with distance downstream. The estuary also widens, reaching 11 statute miles (17 km) wide at its mouth, between Point Lookout, Maryland, and Smith Point, Virginia, before flowing into the Chesapeake Bay. In terms of area, this makes the Potomac River the fourth largest river along the Atlantic coast of the United States and the 21st largest in the United States. Over 5 million people live within the Potomac watershed.",{'doc_id': '411_0'}
"An axon (from Greek ἄξων axōn, áxōn), axis is a, long slender projection of a nerve, cell or, neuron that typically conducts electrical impulses away from the'neuron s cell. body Axon dysfunction causes many inherited and acquired neurological disorders which can affect both the peripheral and central neurons. An axon is one of two types of protoplasmic protrusions that extrude from the cell body of a neuron, the other type being dendrites.",{'doc_id': '41_0'}
